"","country","name","description","startYr","endYr"
"1230","bhutan","jigme_khesar_namgyel_wangchuck_","King","20070201","20161201"
"1231","bhutan","dorji_wangdi_","Minister of Labor and Human Resources","20080501","20161201"
"1232","bhutan","daw_penjo_","Permanent Representative to the UN, New York","20040301","20161201"
"1233","bolivia","zulma_yugar_parraga_","Minister of Culture","20100301","20161201"
"1234","bolivia","yerko_kukoc_del_carpio_","Minister of Government","20030301","20031031"
"1235","bolivia","xavier_nogales_iturri_","Minister of Mines and Hydrocarbons & Minister of Economic Development","20040601","20040631"
"1236","bolivia","walter_villarroel_morochi_","Minister of Mining and Metals","20060201","20061031"
"1237","bolivia","walter_selum_","Minister of Health and Sports","20080401","20080931"
"1238","bolivia","walter_kreidler_","Minister of Economic Development","20050301","20050631"
"1239","bolivia","walter_juvenal_delgadillo_","Minister of Public Works, Services, and Housing & Minister of Labor","20070201","20090231"
"1240","bolivia","walker_san_miguel_rodriguez_","Minister of Defense","20060201","20100231"
"1241","bolivia","victor_gabriel_barrios_","Minister of Agriculture","20050301","20050631"
"1242","bolivia","victor_caceres_rodriguez_","Minister of Education","20070201","20070631"
"1243","bolivia","susana_rivero_guzman_","Minister of Production and Microenterprise & Minister of Rural Development and Agriculture & Minister of Rural Development and Agriculture & Minister of Productive Development and Pluralist Economics","20081001","20090231"
"1244","bolivia","sonia_polo_andrade_","Minister of Health and Sports","20100301","20100531"
"1245","bolivia","silvia_amparo_velarde_olmos_","Minister of Indigenous, Gender, Generational, and Peasant Affairs","20030231","20161201"
"1246","bolivia","saul_lara_","Minister of Government","20041001","20050631"
"1247","bolivia","saul_avalos_cortes_","Minister of Hydrocarbons","20081001","20090231"
"1248","bolivia","santiago_galvez_mamani_","Minister of Labor","20060201","20070131"
"1249","bolivia","salvador_ric_riera_","Minister of Services and Public Works","20060201","20070131"
"1250","bolivia","sacha_sergio_llorenti_soliz_","Minister of Government","20100301","20161201"
"1251","bolivia","ruben_saavedra_soto_","Minister of Defense","20100301","20161201"
"1252","bolivia","rosario_quiroga_","Minister of Health and Sports ""acting""","20050301","20050631"
"1253","bolivia","roberto_barbery_anaya_","Minister Without Portfolio for Popular Participation","20031101","20050631"
"1254","bolivia","roberto_aguilar_gomez_|roberto_ivan_aguilar_gomez_","Minister of Education","20081201","20161201"
"1255","bolivia","ricardo_calla_ortega_","Minister Without Portfolio for Indigenous Affairs","20040601","20050231"
"1256","bolivia","rene_gonzalo_orellana_","Minister Without Portfolio for Water & Minister of the Environment and Water","20080501","20090231"
"1257","bolivia","rene_gomez_garcia_","Minister of Services and Public Works","20050301","20050631"
"1258","bolivia","pedro_ticona_cruz_","Minister Without Portfolio for Indigenous Affairs","20050301","20060131"
"1259","bolivia","patricia_balliavian_","Minister of Productive Development and Pluralist Economics","20090401","20100231"
"1260","bolivia","pablo_solon_romero_","Charge dAffaires ad interim to the UN, New York","20090401","20161201"
"1261","bolivia","pablo_groux_canedo_","Minister of Culture","20090301","20100231"
"1262","bolivia","oscar_farfan_mealla_","Minister of Economic Development","20030231","20161201"
"1263","bolivia","oscar_crespo_soliz_","Prosecutor General","20030231","20161201"
"1264","bolivia","oscar_coca_antezana_","Minister of Services and Public Works & Minister of the Presidency & Minister of Hydrocarbons and Energy","20080401","20090231"
"1265","bolivia","noel_ricardo_aguirre_ledezma_","Minister of Planning and Development","20090301","20100231"
"1266","bolivia","nilda_copa_condori_","Minister Without Portfolio for Justice","20100301","20161201"
"1267","bolivia","nila_heredia_miranda_","Minister of Health and Sports","20060201","20080331"
"1268","bolivia","nemecia_achacollo_tola_","Minister of Rural Development and Lands","20100301","20161201"
"1269","bolivia","naya_ponce_fortun_","Minister Without Portfolio for Popular Participation","20050701","20060131"
"1270","bolivia","nardi_suxo_iturri_","Minister of Institutional Transparency and Fighting Corruption","20090301","20161201"
"1271","bolivia","moira_paz_estenssoro_cortez_","Minister of Sustainable Development and Planning","20030301","20030831"
"1272","bolivia","mirtha_quevedo_","Minister of Popular Participation","20030901","20031031"
"1273","bolivia","mauricio_medinacelli_","Minister of Hydrocarbons","20051201","20060131"
"1274","bolivia","martha_bozo_ezpinoza_","Minister of Sustainable Development","20050801","20060131"
"1275","bolivia","marlene_fernandez_del_granado_","Ambassador to the US","20030131","20161201"
"1276","bolivia","mario_moreno_viruez_","Minister of Services and Public Works","20050701","20060131"
"1277","bolivia","maria_soledad_quiroga_","Minister of Education","20040701","20050631"
"1278","bolivia","maria_magdalena_cajias_de_la_vega_","Minister of Education","20070701","20081131"
"1279","bolivia","maria_esther_udaeta_velasquez_","Minister of the Environment and Water","20100301","20110131"
"1280","bolivia","maria_cristina_mejia_barragan_","Minister of Education","20050701","20060131"
"1281","bolivia","maria_cecelia_rocabado_","Minister of Legal Defense of the State","20091001","20100231"
"1282","bolivia","marcelo_zabalaga_","President, Central Bank","20110201","20161201"
"1283","bolivia","luis_fernando_vincenti_vargas_","Minister of Hydrocarbons and Energy","20100301","20110131"
"1284","bolivia","luis_fernandez_fagalde_","Minister of Labor","20031101","20040431"
"1285","bolivia","luis_carlos_jemio_","Minister of Finance","20041201","20060131"
"1286","bolivia","luis_alberto_echazu_","Minister of Mining and Metals","20070401","20100231"
"1287","bolivia","luis_alberto_arce_catacora_","Minister of Finance","20060201","20161201"
"1288","bolivia","justo_seoane_parapaino_","Minister Without Portfolio for Indigenous Affairs","20031101","20040531"
"1289","bolivia","julieta_monge_villa_","Minister of the Environment and Water","20110201","20161201"
"1290","bolivia","julia_ramos_sanchez_","Minister of Rural Development and Lands","20090301","20100231"
"1291","bolivia","juan_walter_subirana_suarez_","Minister of Labor","20030301","20030831"
"1292","bolivia","juan_ramon_quintana_taborga_","Minister of the Presidency","20060201","20100231"
"1293","bolivia","juan_ignacio_siles_del_valle_","Minister of Foreign Affairs and Worship","20031101","20050631"
"1294","bolivia","juan_carlos_virreira_mendez_","Presidential Delegate for the Revision of Capitalization & Minister of Foreign Trade and Investment","20030301","20031031"
"1295","bolivia","juan_antonio_morales_anaya_","President, Central Bank","20060831","20161201"
"1296","bolivia","jose_luis_gutierrez_perez_","Minister of Hydrocarbons and Energy","20110201","20161201"
"1297","bolivia","jose_guillermo_justiniano_sandoval_","Minister of the Presidency & Minister of Sustainable Development and Planning","20030301","20031031"
"1298","bolivia","jose_guillermo_dalence_","Minister of Mining and Metals","20061101","20070331"
"1299","bolivia","jose_galindo_neder_","Minister of the Presidency","20040601","20050631"
"1300","bolivia","jose_antonio_pimentel_castillo_","Minister of Mining and Metals","20100301","20161201"
"1301","bolivia","jose_antonio_galindo_neder_","Minister of the Presidency","20031101","20040531"
"1302","bolivia","jorge_urquidi_","Minister of Public Works and Services","20031101","20050231"
"1303","bolivia","jorge_torres_obleas_","Minister of Economic Development","20030301","20031031"
"1304","bolivia","jorge_ramiro_tapia_","Minister of Health and Sports","20081001","20100231"
"1305","bolivia","jorge_lazarte_rojas_","Presidential Delegate for Political Affairs","20050701","20060131"
"1306","bolivia","jorge_espinoza_","Minister of Mining and Metals","20050301","20050631"
"1307","bolivia","jorge_cortes_rodriguez_|jorge_cortez_rodriguez_","Minister of Economic Development","20031101","20050631"
"1308","bolivia","jorge_berindoague_","Minister of Mining and Hydrocarbons & Minister of Mines and Hydrocarbons","20030801","20031031"
"1309","bolivia","jerjes_mercado_suarez_","Minister of Services and Public Works","20070201","20080331"
"1310","bolivia","javier_torres_goitia_caballero_","Minister of Health","20031031","20161201"
"1311","bolivia","javier_murillo_de_la_rocha_","Permanent Representative to the UN, New York","20040731","20161201"
"1312","bolivia","javier_diez_de_medina_","Presidential Delegate for Public Transparency and Integrity","20050801","20060131"
"1313","bolivia","javier_cuevas_argote_","Minister of Finance","20031101","20041131"
"1314","bolivia","javier_comboni_salinas_","Minister of Finance","20031031","20161201"
"1315","bolivia","jaime_rolando_navarro_tardio_","Minister of Labor and Small Business","20030231","20161201"
"1316","bolivia","jaime_eduardo_duhn_castellanos_","Minister of Hydrocarbons","20050701","20051131"
"1317","bolivia","jaime_aparicio_otero_","Ambassador to the US","20030201","20060831"
"1318","bolivia","ivan_aviles_mantilla_","Minister of the Presidency","20050701","20060131"
"1319","bolivia","isaac_maidana_quisbert_","Minister of Education, Culture, and Sports","20030231","20161201"
"1320","bolivia","irma_peredo_obleas_","Minister of Sustainable Development","20050701","20050731"
"1321","bolivia","hugo_salvatierra_gutierrez_","Minister of Rural Development and Agriculture","20060201","20070131"
"1322","bolivia","hugo_carvajal_donoso_","Minister of Education","20030301","20031031"
"1323","bolivia","horst_grebe_lopez_","Minister of Economic Development","20040601","20050231"
"1324","bolivia","hernan_paredes_munoz_","Minister Without Portfolio for Municipal Development","20030231","20161201"
"1325","bolivia","hernando_larrazabal_","Minister of Planning and Development","20061001","20070131"
"1326","bolivia","hector_arce_zaconeta_","Minister of Legal Defense and State Recovery","20081001","20090931"
"1327","bolivia","gustavo_pedraza_merida_","Minister of Sustainable Development","20040601","20050231"
"1328","bolivia","gustavo_guzman_saldana_","Ambassador to the US","20060901","20090231"
"1329","bolivia","gustavo_avila_bustamante_","Minister of Government","20050701","20060131"
"1330","bolivia","guillermo_torres_orias_","Minister of Mining and Hydrocarbons & Minister of Mines and Hydrocarbons","20041001","20050631"
"1331","bolivia","guillermo_ribera_cuellar_","Minister of Agriculture","20050701","20060131"
"1332","bolivia","guido_rodolfo_anez_moscoso_","Minister of Peasant, Indigenous, and Agricultural Affairs & Minister of Campesino Affairs and Agriculture","20031001","20031031"
"1333","bolivia","guadelupe_cajias_de_la_vega_","Special Presidential Delegate for Anticorruption","20031101","20050631"
